COUNT;Geo Local Area;Geom
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.131963482347, 49.2812464494988]}"
3;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.156060130119, 49.2316978768011]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069153817012, 49.2749718746189]}"
10;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101421950166, 49.262355346591]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091997230834, 49.2814894250405]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.15059632793, 49.2726474763174]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.104090045245, 49.2515795740787]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.088004859079, 49.2566046602239]}"
4;South Cambie;"{""type"": ""Point"", ""coordinates"": [-123.127087458671, 49.2514305065242]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099822937896, 49.2682406723882]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.127467427849, 49.2766900753703]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071387899432, 49.2791346473456]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.114606461393, 49.2575359075541]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.086935811643, 49.2807057440836]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115650043759, 49.2824582001632]}"
5;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.186381396543, 49.2682107732898]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06997617972, 49.2727158449544]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101975804698, 49.2820700988792]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092411915287, 49.2836951789797]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065685047737, 49.2409219244308]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.09358192164, 49.2650049878464]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.093720060458, 49.2650057664046]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.133802350283, 49.2044386956789]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.149233053405, 49.2678080476036]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.149537812738, 49.2678130507022]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123309683031, 49.2886577857153]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100796056139, 49.2797598768059]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100900554693, 49.2797624841577]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.207128105443, 49.2635137133977]}"
7;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065058755842, 49.2362236402432]}"
3;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.155566851622, 49.2679080406132]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104435923089, 49.2649172037749]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.135501618138, 49.2706861686385]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.170639899447, 49.2686530284608]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069196544132, 49.2714231747553]}"
9;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.207761394303, 49.2634660711214]}"
13;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.080226210625, 49.2806779537935]}"
13;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.088239624509, 49.2621546258469]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079070380372, 49.2745521403163]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.111740518976, 49.262866659627]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064179879348, 49.244337344532]}"
8;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.059262692852, 49.242720379325]}"
11;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.104870722469, 49.2695304301747]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101860905229, 49.2412525421115]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122218569777, 49.2889218016672]}"
8;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.109141487646, 49.2633075973236]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102485227261, 49.2829829464188]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079635388816, 49.2812599097261]}"
1;Kerrisdale;"{""type"": ""Point"", ""coordinates"": [-123.153533017242, 49.2342357125657]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.114202099026, 49.2845830143277]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.114355639829, 49.2846795605954]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072869099628, 49.280571764089]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.089869097922, 49.2808393271707]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.089771478886, 49.2808403025697]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114012142596, 49.2565609823096]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.135424951289, 49.2827220884711]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.068637320705, 49.2464756118018]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.140053644456, 49.269062108849]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.108077348112, 49.2827156509953]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090186111915, 49.2319888023585]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103183561003, 49.282995376947]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062263633434, 49.2836623931227]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.128317476834, 49.2767620225096]}"
9;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.090182502167, 49.2333259406551]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.057051077366, 49.2836305427756]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.117833656523, 49.2857347711418]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.082104155584, 49.2816894826924]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124049981102, 49.2781753107779]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069371116242, 49.2663359536766]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.151865511677, 49.2678488739825]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094133944782, 49.2772996109176]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.134387109177, 49.2868165271927]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.134132529018, 49.2870016827384]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076955485417, 49.2724867705257]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.070307736386, 49.2598224989269]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.138057076679, 49.2899924877426]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.079669682331, 49.2516032135506]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.079720744461, 49.2517309105039]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.086440417037, 49.2232507273562]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.048798729704, 49.2850278274827]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141698774513, 49.2633281343541]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065834213042, 49.2369386468875]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.066264491785, 49.2799623321348]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100991872642, 49.2719495451099]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.171432246986, 49.2714020209074]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157016844869, 49.2641919231853]}"
1;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.133797629484, 49.2053246751504]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.150827009111, 49.267833017467]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.150932816966, 49.2678351281002]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.106927116049, 49.2833219794763]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.090569226125, 49.2474543562897]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.089689312328, 49.2493229020696]}"
7;West End;"{""type"": ""Point"", ""coordinates"": [-123.140107259289, 49.2886529155272]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.090627502288, 49.2488004287067]}"
9;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104071954716, 49.2808091929228]}"
8;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.185678626033, 49.2464353125624]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098057083432, 49.283803388899]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.131925059463, 49.2631648675951]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.137044904387, 49.2693206135883]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092490348157, 49.2818875177376]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.107568101922, 49.2662635476741]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.129836688256, 49.2867439843416]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.12955497516, 49.2868140220981]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.073394847134, 49.2818228494021]}"
10;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.094080436401, 49.2809139093235]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10319554545, 49.2661945846313]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07296274715, 49.2824921842223]}"
1;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.21128566089, 49.2631864235448]}"
13;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.057125728394, 49.2617619843109]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104922287747, 49.2818273077737]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.080464286748, 49.2761516736117]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08113933005, 49.2761585686183]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.080618671227, 49.2765693023944]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.099766615323, 49.2554066004128]}"
3;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.077919775918, 49.2255573194463]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.036759785526, 49.2622321176913]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081757533412, 49.2775262913997]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09918549604, 49.272127163745]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100830898041, 49.2467130234967]}"
7;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.079406054036, 49.2806735729618]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.132937154482, 49.2894556238527]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076376745741, 49.2675884793689]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076517090991, 49.267589375984]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.182113288519, 49.2647887237518]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.125761829552, 49.2820311516717]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.077401613041, 49.2512421488329]}"
6;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105692116901, 49.2829973194286]}"
4;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.038968313998, 49.2357753702681]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.062966468181, 49.2814651657004]}"
6;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.024374421333, 49.2813879370045]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.087499262977, 49.2232656628949]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100900730952, 49.2443225060615]}"
16;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123752028758, 49.2783766726236]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.069403250896, 49.2601896006064]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076145065058, 49.2746735971823]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099296335612, 49.2648106982498]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068965681214, 49.2702205654748]}"
11;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.135248245069, 49.2632248193756]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.110552109754, 49.2827682613593]}"
10;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.110633359701, 49.2828181068245]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07426250755, 49.283370625531]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.103485938782, 49.2837319283073]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069289740517, 49.2675116660829]}"
3;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.185224586084, 49.2646058796607]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.123556387877, 49.2741345179238]}"
6;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102965636044, 49.2820769119811]}"
5;West End;"{""type"": ""Point"", ""coordinates"": [-123.137083910956, 49.2880848627111]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.137667901353, 49.2897424366532]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070049848204, 49.2662186965211]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.115462410542, 49.2601036116665]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12652079491, 49.2778738837207]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.136427366676, 49.2882457447187]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102728344713, 49.2831501577385]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065343358564, 49.2246107114039]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.090983909135, 49.2836693446507]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.158492856211, 49.2348742708805]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100015791259, 49.2837425758876]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.140894298101, 49.2870197940263]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092541403657, 49.2808897137694]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.092850777039, 49.280895762213]}"
20;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100241964506, 49.2784832859199]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.127073485971, 49.2769365276204]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126880056107, 49.2770955052131]}"
3;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126806641957, 49.2771446095658]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.101519969472, 49.2178492470182]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075026781497, 49.2769817737522]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099439481802, 49.2661133863432]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.099589326559, 49.2675988956242]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100711970863, 49.2816592821681]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.109166521201, 49.2798003512295]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.078640833964, 49.2648741069433]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.127264336076, 49.2837636058189]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10881188822, 49.2667993695793]}"
2;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140245095345, 49.2059325569132]}"
2;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140224344961, 49.2063526625024]}"
2;Marpole;"{""type"": ""Point"", ""coordinates"": [-123.140220600265, 49.2064848979163]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.095696795766, 49.2837581520364]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.107012375581, 49.2836374512861]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.083122215104, 49.2817107750297]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.102231926317, 49.2439287116771]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.090363155734, 49.2814565507806]}"
3;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.065463693608, 49.2207219616516]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.10017999277, 49.2799668429544]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.131783175877, 49.2668296940321]}"
6;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138164728121, 49.2632024606883]}"
6;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138162176366, 49.2632730761235]}"
13;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07011777921, 49.2644834088953]}"
14;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.085832512903, 49.2813746047733]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071965225831, 49.2787531634183]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.071811140583, 49.2485461206286]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.072036199601, 49.2486530147398]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071695895589, 49.2828379421579]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102961461185, 49.282594480169]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.170602215618, 49.2425735695798]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.13911769602, 49.2600264575615]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.14399134831, 49.2682443995277]}"
12;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.088241932645, 49.2562338764795]}"
2;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.161832296132, 49.234930403972]}"
